run_id,generated_at,rank,city_key,city_name,day_label,date_str,event_slug,event_title,bucket,side,edge,ev_percent,price_cents,model_prob,market_prob,ensemble_prediction,weighted_score,consensus_score,spread,sigma,token_id,market_slug,market_id,best_ask,last_trade_price,order_min_size,model_predictions,polymarket_url,plan_event_slug,plan_market_slug,plan_side,plan_token_id,plan_limit_price_cents,plan_model_prob,plan_market_prob,plan_edge,plan_ev_percent,plan_confidence_tier,plan_bankroll_usd,plan_stake_fraction,plan_stake_usd,plan_share_size,plan_polymarket_url,exec_mode,exec_success,exec_market_slug,exec_side,exec_price_cents,exec_share_size,exec_response,exec_error
7be1c520b6c8,2026-03-08T06:59:03.202623+00:00,1,MIA,Miami,today,2026-03-08,highest-temperature-in-miami-on-march-8-2026,Highest temperature in Miami on March 8?,84-85°F,NO,20.5064,34.1854,59.5,80.4923,59.5,82.28,10.0324,0.6078,2.3535,3.1772,84523408181845963854368086208770577920218419684876378520249706569470808197607,highest-temperature-in-miami-on-march-8-2026-84-85f,1514298,0.42,0.43,5.0,"{""best_match"": 83.6, ""gfs"": 83.6, ""icon"": 83.7, ""gem"": 82.5, ""jma"": 77.0, ""nws"": 82.0}",https://polymarket.com/event/highest-temperature-in-miami-on-march-8-2026,highest-temperature-in-miami-on-march-8-2026,highest-temperature-in-miami-on-march-8-2026-84-85f,NO,84523408181845963854368086208770577920218419684876378520249706569470808197607,59.5,80.4923,59.5,20.5064,34.1854,watch,1000.0,0.129582,129.58,217.785,https://polymarket.com/event/highest-temperature-in-miami-on-march-8-2026,live,False,highest-temperature-in-miami-on-march-8-2026-84-85f,NO,59.5,217.785,{},order_args.side must be 'BUY' or 'SELL'
